id,product,category,price,quantity,sale_date
1216,Headphones,Audio,694.82,5,1/27/2020
1217,Monitor,Accessories,1076.09,8,5/30/2023
1218,Laptop,Electronics,1659.7,4,7/25/2020
1219,Monitor,Accessories,1608.8,1,3/6/2021
1220,Laptop,Electronics,809.2,7,11/3/2022
1221,Printer,Office Supplies,844.29,7,1/3/2020
1222,Headphones,Audio,652.84,1,5/26/2023
1223,Mouse,Accessories,934.13,1,12/5/2021
1224,Tablet,Electronics,968.06,2,9/14/2020
1225,Smartphone,Electronics,506.61,4,8/15/2021
1226,Headphones,Audio,495.25,9,2/12/2023
1227,Headphones,Audio,1576.93,10,8/18/2022
1228,Smartphone,Electronics,449.58,4,2/19/2023
1229,Monitor,Accessories,429.61,8,9/11/2022
1230,Mouse,Accessories,1600.98,1,1/23/2024
1231,Mouse,Accessories,788.35,3,5/11/2023
1232,Smartphone,Electronics,407.67,6,6/8/2020
1233,Headphones,Audio,337.31,8,1/13/2022
1234,Headphones,Audio,1610.07,9,4/10/2022
1235,Monitor,Accessories,654.98,4,6/5/2021
1236,Mouse,Accessories,470.53,7,1/22/2023
1237,Monitor,Accessories,1291.57,6,3/19/2020
1238,Monitor,Accessories,1315.86,6,4/1/2021
1239,Keyboard,Accessories,875.75,5,8/9/2023
1240,Monitor,Accessories,413.28,1,5/22/2021
1241,Printer,Office Supplies,1376.59,9,10/14/2021
1242,Printer,Office Supplies,1419.15,8,6/12/2022
1243,Mouse,Accessories,1368.17,9,4/30/2020
1244,Smartphone,Electronics,1730.9,5,1/9/2024
1245,Smartphone,Electronics,293.61,4,3/5/2022
1246,Monitor,Accessories,1727.22,3,5/18/2020
1247,Tablet,Electronics,1092.5,7,2/2/2020
1248,Laptop,Electronics,1908.97,2,6/4/2023
1249,Monitor,Accessories,1568.96,5,1/24/2020
1250,Keyboard,Accessories,1915.89,5,9/8/2023
1251,Smartphone,Electronics,102.76,10,12/26/2023
1252,Printer,Office Supplies,1110.28,10,5/12/2021
1253,Smartphone,Electronics,1848.23,7,12/17/2022
1254,Monitor,Accessories,688.12,2,8/8/2021
1255,Mouse,Accessories,1984.72,2,1/1/2020
1256,Printer,Office Supplies,1284.75,3,3/7/2020
1257,Mouse,Accessories,654.43,6,7/17/2020
1258,Headphones,Audio,1230.68,9,10/27/2022
1259,Smartphone,Electronics,704.69,2,8/17/2023
1260,Printer,Office Supplies,179.64,10,10/2/2021
1261,Keyboard,Accessories,691.82,1,9/29/2022
1262,Keyboard,Accessories,1428.93,1,7/28/2020
1263,Keyboard,Accessories,1026.03,7,9/15/2023
1264,Keyboard,Accessories,746.66,1,6/26/2023
1265,Printer,Office Supplies,543.86,8,1/30/2020
1266,Keyboard,Accessories,1297.47,10,6/1/2021
1267,Mouse,Accessories,1810.81,1,1/12/2024
1268,Monitor,Accessories,438.25,10,5/9/2020
1269,Mouse,Accessories,352.45,5,7/23/2020
1270,Smartphone,Electronics,1065.25,5,2/11/2020
1271,Monitor,Accessories,1452.93,4,6/20/2020
1272,Smartphone,Electronics,1261.31,9,4/7/2023
1273,Keyboard,Accessories,848.79,7,8/2/2022
1274,Headphones,Audio,1908.29,2,4/7/2023
1275,Monitor,Accessories,1778.85,3,6/5/2022
1276,Monitor,Accessories,1032.32,4,7/19/2021
1277,Keyboard,Accessories,1267.95,1,10/6/2023
1278,Laptop,Electronics,562.71,2,10/18/2021
1279,Smartphone,Electronics,1688.23,9,4/20/2020
1280,Monitor,Accessories,1194.03,4,7/20/2021
1281,Laptop,Electronics,1130.88,1,5/23/2023
1282,Tablet,Electronics,365.45,9,12/11/2020
1283,Monitor,Accessories,1550.11,10,11/26/2023
1284,Printer,Office Supplies,1983.4,3,3/28/2020
1285,Keyboard,Accessories,242.27,5,8/2/2021
1286,Monitor,Accessories,768.4,6,10/28/2022
1287,Monitor,Accessories,566.7,6,1/3/2020
1288,Mouse,Accessories,367.47,3,1/21/2024
1289,Smartphone,Electronics,1232.57,3,2/19/2020
1290,Tablet,Electronics,727.47,10,1/25/2023
1291,Laptop,Electronics,261.6,8,6/5/2021
1292,Mouse,Accessories,821.41,3,2/8/2020
1293,Headphones,Audio,268.61,7,3/3/2021
1294,Smartphone,Electronics,378.53,10,10/10/2022
1295,Laptop,Electronics,1639.16,1,4/23/2021
1296,Laptop,Electronics,660,1,3/21/2022
1297,Laptop,Electronics,1063.93,10,5/25/2021
1298,Keyboard,Accessories,229.33,4,10/11/2021
1299,Monitor,Accessories,1525.33,7,11/22/2021
1300,Smartphone,Electronics,1330.48,3,3/27/2020
1301,Mouse,Accessories,619.91,2,2/5/2020
1302,Keyboard,Accessories,828.68,5,1/22/2023
1303,Laptop,Electronics,1982.51,6,9/18/2020
1304,Mouse,Accessories,782.06,3,12/16/2020
1305,Smartphone,Electronics,1788.63,4,11/25/2021
1306,Monitor,Accessories,817.06,2,7/28/2021
1307,Laptop,Electronics,1540.2,3,9/5/2021
1308,Keyboard,Accessories,688.47,9,1/21/2024
1309,Monitor,Accessories,957.6,5,10/10/2021
1310,Laptop,Electronics,372,8,7/10/2022
1311,Printer,Office Supplies,885.7,10,1/31/2022
1312,Monitor,Accessories,1956.1,3,10/20/2023
1313,Mouse,Accessories,1053.27,3,3/13/2020
1314,Monitor,Accessories,1228.34,8,12/24/2021
1315,Headphones,Audio,1960.34,2,3/1/2021
1316,Printer,Office Supplies,1846.1,10,3/24/2021
1317,Keyboard,Accessories,1319.77,6,5/5/2022
1318,Laptop,Electronics,739.27,2,8/9/2023
1319,Smartphone,Electronics,191.94,4,5/26/2020
1320,Mouse,Accessories,643.17,8,11/16/2021
1321,Smartphone,Electronics,645.04,2,2/21/2020
1322,Laptop,Electronics,95.15,10,3/29/2022
1323,Headphones,Audio,914.05,4,4/22/2021
1324,Headphones,Audio,1848.91,4,9/30/2022
1325,Printer,Office Supplies,109.3,10,11/21/2020
1326,Monitor,Accessories,139.19,7,12/17/2020
1327,Keyboard,Accessories,76.93,3,4/19/2020
1328,Mouse,Accessories,1994.49,6,6/27/2021
1329,Headphones,Audio,1487.7,3,10/20/2022
1330,Laptop,Electronics,956.91,4,3/5/2022
1331,Printer,Office Supplies,1763.43,8,9/22/2020
1332,Monitor,Accessories,923.54,8,2/5/2021
1333,Monitor,Accessories,279.77,10,11/15/2020
1334,Smartphone,Electronics,781.19,6,6/24/2022
1335,Laptop,Electronics,1903.34,9,4/16/2022
1336,Monitor,Accessories,818.71,1,2/4/2023
1337,Smartphone,Electronics,697.97,9,1/9/2021
1338,Headphones,Audio,249.93,3,10/9/2022
1339,Smartphone,Electronics,1090.57,4,10/31/2020
1340,Monitor,Accessories,691.06,8,9/24/2020
1341,Laptop,Electronics,453.95,1,2/3/2024
1342,Tablet,Electronics,495.86,4,2/4/2021
1343,Headphones,Audio,1499.77,1,5/3/2020
1344,Smartphone,Electronics,339.98,5,3/8/2023
1345,Headphones,Audio,891.9,4,11/14/2023
1346,Printer,Office Supplies,1843.37,3,5/2/2023
1347,Monitor,Accessories,1931.02,1,11/7/2021
1348,Tablet,Electronics,1731.94,2,5/1/2023
1349,Printer,Office Supplies,268.59,6,7/23/2022
1350,Laptop,Electronics,1783.21,8,7/25/2020
1351,Monitor,Accessories,349.51,5,7/5/2023
1352,Mouse,Accessories,603.22,5,6/3/2023
1353,Smartphone,Electronics,1892.15,8,7/30/2020
1354,Tablet,Electronics,943.83,7,4/2/2022
1355,Laptop,Electronics,774.02,9,11/23/2021
1356,Laptop,Electronics,360.76,8,1/14/2024
1357,Tablet,Electronics,1889.43,3,5/6/2021
1358,Smartphone,Electronics,764.77,5,7/1/2020
1359,Monitor,Accessories,807.77,10,11/26/2021
1360,Monitor,Accessories,701.3,10,8/11/2022
1361,Laptop,Electronics,1394.6,9,1/31/2021
1362,Printer,Office Supplies,1583.57,1,4/14/2020
1363,Mouse,Accessories,430.9,6,12/7/2023
1364,Tablet,Electronics,1809.97,10,1/13/2023
1365,Laptop,Electronics,1594.7,4,5/4/2022
1366,Tablet,Electronics,708.62,7,1/17/2023
1367,Laptop,Electronics,1185,10,7/16/2020
1368,Keyboard,Accessories,1330.39,5,5/22/2022
1369,Mouse,Accessories,1738.29,2,2/8/2024
1370,Smartphone,Electronics,1113.33,5,4/20/2021
1371,Smartphone,Electronics,1781.33,5,5/13/2020
1372,Laptop,Electronics,806.98,3,5/24/2020
1373,Mouse,Accessories,1126.16,3,6/15/2023
1374,Mouse,Accessories,296.43,8,11/8/2021
1375,Printer,Office Supplies,1256.55,1,9/27/2021
1376,Keyboard,Accessories,106.44,5,7/1/2023
1377,Mouse,Accessories,816.24,6,11/28/2020
1378,Tablet,Electronics,851.24,7,4/28/2022
1379,Smartphone,Electronics,1951.98,4,3/6/2022
1380,Tablet,Electronics,523.55,4,5/15/2020
1381,Monitor,Accessories,1009.84,8,7/18/2023
1382,Keyboard,Accessories,1808.83,5,6/15/2020
1383,Monitor,Accessories,333.24,4,7/3/2023
1384,Monitor,Accessories,460.7,9,11/1/2020
1385,Smartphone,Electronics,1481.07,7,4/23/2021
1386,Keyboard,Accessories,1176.25,1,10/18/2023
1387,Mouse,Accessories,72.01,7,5/29/2023
1388,Monitor,Accessories,528.76,8,10/5/2021
1389,Printer,Office Supplies,1444.5,3,12/20/2022
1390,Mouse,Accessories,1331.81,2,8/15/2023
1391,Headphones,Audio,54.24,1,9/19/2022
1392,Keyboard,Accessories,120.87,9,5/12/2020
1393,Smartphone,Electronics,1367.8,3,12/15/2022
1394,Laptop,Electronics,139.52,7,12/15/2020
1395,Tablet,Electronics,402.51,10,5/5/2023
1396,Printer,Office Supplies,1558.11,1,11/1/2020
1397,Tablet,Electronics,1203.94,6,9/2/2021
1398,Tablet,Electronics,1286,3,9/22/2022
1399,Laptop,Electronics,1499.39,10,12/4/2023
1400,Keyboard,Accessories,1917.11,7,4/15/2022
1401,Monitor,Accessories,1538.49,9,9/24/2022
1402,Laptop,Electronics,166.04,2,3/18/2021
1403,Keyboard,Accessories,575.09,1,5/10/2023
1404,Headphones,Audio,1487.09,1,4/28/2020
1405,Smartphone,Electronics,761.96,5,5/1/2021
1406,Monitor,Accessories,1506.98,3,3/6/2022
1407,Keyboard,Accessories,818.23,3,9/4/2020
1408,Laptop,Electronics,1845.9,10,5/6/2023
1409,Monitor,Accessories,1661.61,2,2/11/2023
1410,Keyboard,Accessories,1901.13,10,7/29/2020
1411,Smartphone,Electronics,233.34,7,10/5/2020
1412,Headphones,Audio,200.05,4,12/22/2023
1413,Laptop,Electronics,1450.56,10,7/20/2023
1414,Mouse,Accessories,1690.35,8,8/1/2023
1415,Smartphone,Electronics,720.19,3,5/20/2021
1416,Tablet,Electronics,1924.01,2,1/27/2020
1417,Headphones,Audio,1475.58,1,3/19/2022
1418,Headphones,Audio,829.16,3,1/31/2024
1419,Monitor,Accessories,804.17,4,8/23/2021
1420,Smartphone,Electronics,73.1,6,1/26/2023
1421,Smartphone,Electronics,1159.3,3,11/14/2022
1422,Mouse,Accessories,306.76,10,1/22/2022
1423,Monitor,Accessories,1204.31,4,4/6/2020
1424,Tablet,Electronics,784.72,3,1/27/2024
1425,Mouse,Accessories,1784.06,4,4/27/2022
1426,Printer,Office Supplies,1566.73,5,8/25/2020
1427,Monitor,Accessories,963.47,5,11/16/2023
1428,Headphones,Audio,702.36,1,10/24/2022
1429,Smartphone,Electronics,963.32,7,4/9/2022
1430,Headphones,Audio,1570.52,3,3/28/2023
1431,Mouse,Accessories,1257.8,6,1/17/2024
1432,Tablet,Electronics,1901.7,6,10/5/2022
1433,Printer,Office Supplies,1448.7,3,10/28/2022
1434,Smartphone,Electronics,1428.52,9,10/25/2023
1435,Smartphone,Electronics,1378.02,3,7/4/2020
1436,Mouse,Accessories,1374.02,8,6/1/2020
1437,Mouse,Accessories,1857.19,8,1/23/2023
1438,Tablet,Electronics,1063.58,5,9/13/2020
1439,Laptop,Electronics,1676.42,9,7/8/2021
1440,Keyboard,Accessories,373.06,2,11/18/2021
1441,Keyboard,Accessories,924.54,7,9/11/2022
1442,Monitor,Accessories,1353.11,3,3/13/2020
1443,Headphones,Audio,1148.23,9,8/23/2020
1444,Laptop,Electronics,684.61,6,12/6/2023
1445,Smartphone,Electronics,840.23,4,8/15/2020
1446,Mouse,Accessories,940.97,5,4/7/2020
1447,Headphones,Audio,330.84,1,7/28/2021
1448,Laptop,Electronics,624.38,1,3/17/2023
1449,Tablet,Electronics,1177.77,10,9/15/2022
1450,Monitor,Accessories,1723.71,5,6/12/2022
1451,Printer,Office Supplies,1632.18,10,10/17/2023
1452,Tablet,Electronics,1951.72,5,11/29/2022
1453,Tablet,Electronics,1046.22,5,9/4/2020
1454,Mouse,Accessories,1728.91,5,8/6/2023
1455,Printer,Office Supplies,364.5,5,2/16/2022
1456,Tablet,Electronics,1291.34,4,12/10/2022
1457,Smartphone,Electronics,542.53,7,11/6/2022
1458,Smartphone,Electronics,1439.19,7,10/21/2022
1459,Tablet,Electronics,957.7,9,3/14/2021
1460,Laptop,Electronics,771.78,8,5/1/2023
1461,Smartphone,Electronics,1632.05,5,3/14/2022
1462,Headphones,Audio,1015.93,3,4/21/2023
1463,Monitor,Accessories,772.67,8,8/27/2022
1464,Headphones,Audio,585.55,4,12/27/2020
1465,Headphones,Audio,505.23,10,1/21/2024
1466,Headphones,Audio,1785.47,8,11/3/2021
1467,Keyboard,Accessories,523.54,1,3/13/2023
1468,Smartphone,Electronics,97.8,8,4/7/2022
1469,Headphones,Audio,1494.97,9,4/29/2021
1470,Smartphone,Electronics,184.2,5,11/16/2021
1471,Headphones,Audio,1488.23,7,5/22/2023
1472,Smartphone,Electronics,1816.91,9,11/27/2022
1473,Smartphone,Electronics,364.9,5,4/26/2022
1474,Printer,Office Supplies,588.17,4,9/23/2020
1475,Smartphone,Electronics,218.54,1,5/21/2021
1476,Keyboard,Accessories,1133.48,3,3/28/2021
1477,Keyboard,Accessories,604.6,1,9/17/2022
1478,Laptop,Electronics,1649.12,4,6/12/2023
1479,Smartphone,Electronics,686.86,10,5/5/2022
1480,Tablet,Electronics,396.94,3,6/9/2023
1481,Keyboard,Accessories,446.05,5,10/7/2023
1482,Laptop,Electronics,1851.02,4,9/16/2021
1483,Laptop,Electronics,1321.02,3,2/22/2020
1484,Tablet,Electronics,867.46,3,3/14/2021
1485,Headphones,Audio,1611.69,10,2/21/2020
1486,Monitor,Accessories,189.36,3,5/2/2022
1487,Smartphone,Electronics,779.26,4,2/2/2024
1488,Printer,Office Supplies,615.02,4,5/31/2023
1489,Headphones,Audio,1580.46,2,6/23/2023
1490,Mouse,Accessories,1349.81,10,4/7/2022
1491,Headphones,Audio,1774.38,8,9/23/2023
1492,Headphones,Audio,1841.04,6,5/17/2021
1493,Mouse,Accessories,352.71,7,3/2/2023
1494,Monitor,Accessories,873.14,10,7/12/2023
1495,Laptop,Electronics,1594.81,4,9/17/2022
1496,Monitor,Accessories,446.59,3,7/6/2021
1497,Tablet,Electronics,1412.64,7,10/22/2020
1498,Laptop,Electronics,879.56,1,7/21/2020
1499,Headphones,Audio,615.78,8,8/25/2023
1500,Headphones,Audio,1225.27,4,11/11/2022
1501,Tablet,Electronics,129.53,2,1/12/2022
1502,Mouse,Accessories,50.26,8,1/14/2021
1503,Mouse,Accessories,930.46,6,9/26/2020
1504,Printer,Office Supplies,758.37,3,1/22/2023
1505,Laptop,Electronics,925.68,1,9/3/2022
1506,Tablet,Electronics,413.69,8,7/20/2023
1507,Printer,Office Supplies,680.67,3,7/24/2020
1508,Tablet,Electronics,638.51,3,11/22/2021
1509,Monitor,Accessories,1956.65,10,7/12/2022
1510,Printer,Office Supplies,883.56,4,11/13/2020
1511,Monitor,Accessories,207.26,6,7/28/2022
1512,Tablet,Electronics,1435.88,6,2/12/2020
1513,Smartphone,Electronics,1524.35,4,9/5/2020
1514,Monitor,Accessories,1671.56,10,5/9/2021
1515,Mouse,Accessories,600.67,8,1/24/2024
1516,Printer,Office Supplies,751.84,1,12/2/2021
1517,Smartphone,Electronics,1735.48,1,12/18/2020
1518,Laptop,Electronics,1603.79,7,9/13/2023
1519,Tablet,Electronics,393.05,10,3/30/2022
1520,Keyboard,Accessories,346.91,10,5/13/2020
1521,Monitor,Accessories,739.13,8,8/12/2021
1522,Smartphone,Electronics,1160.5,7,8/10/2022
1523,Tablet,Electronics,438.53,8,9/30/2020
1524,Monitor,Accessories,991.9,9,10/27/2020
1525,Smartphone,Electronics,1637.11,7,8/24/2020
1526,Mouse,Accessories,159.72,9,12/20/2021
1527,Mouse,Accessories,463.93,7,4/1/2022
1528,Laptop,Electronics,1571.83,5,11/8/2020
1529,Tablet,Electronics,915.69,5,1/25/2022
1530,Laptop,Electronics,1466.48,3,10/11/2020
1531,Printer,Office Supplies,1558.9,5,11/26/2022
1532,Tablet,Electronics,1362.59,3,6/9/2023
1533,Mouse,Accessories,1137.19,7,11/11/2022
1534,Smartphone,Electronics,312.2,3,1/3/2023
1535,Smartphone,Electronics,573.69,5,1/23/2021
1536,Monitor,Accessories,882.18,8,12/27/2023
1537,Tablet,Electronics,1806.02,8,1/19/2024
1538,Printer,Office Supplies,475.01,4,2/16/2021
1539,Monitor,Accessories,398.61,10,1/9/2023
1540,Headphones,Audio,799.75,8,1/16/2022
1541,Tablet,Electronics,87.35,8,12/11/2021
1542,Headphones,Audio,344.35,10,7/4/2021
1543,Smartphone,Electronics,535.74,4,5/12/2022
1544,Laptop,Electronics,559.46,9,5/23/2021
1545,Tablet,Electronics,207.23,4,12/5/2022
1546,Keyboard,Accessories,1267.3,9,1/22/2024
1547,Laptop,Electronics,1157.44,9,2/23/2021
1548,Laptop,Electronics,511.97,7,4/30/2022
1549,Printer,Office Supplies,749.52,5,8/24/2021
1550,Headphones,Audio,1338.78,1,10/24/2022
1551,Smartphone,Electronics,1511.21,2,10/7/2020
1552,Keyboard,Accessories,113.15,3,3/3/2021
1553,Laptop,Electronics,275.82,1,5/21/2022
1554,Tablet,Electronics,414.15,9,8/21/2022
1555,Headphones,Audio,186.07,1,8/26/2022
1556,Monitor,Accessories,972.4,9,7/14/2023
1557,Headphones,Audio,421.13,1,12/17/2022
1558,Mouse,Accessories,563.96,1,9/3/2021
1559,Laptop,Electronics,754.28,3,5/7/2023
1560,Monitor,Accessories,896.82,5,8/4/2021
1561,Keyboard,Accessories,497.67,1,6/13/2021
1562,Headphones,Audio,559.25,3,7/1/2020
1563,Keyboard,Accessories,1734.05,6,12/10/2023
1564,Printer,Office Supplies,262.15,6,9/6/2021
1565,Mouse,Accessories,630.21,7,3/1/2023
1566,Keyboard,Accessories,1248.17,4,4/30/2023
1567,Printer,Office Supplies,494.5,4,12/28/2021
1568,Monitor,Accessories,875.36,2,1/26/2020
1569,Smartphone,Electronics,227.39,1,6/29/2023
1570,Smartphone,Electronics,310.81,5,4/23/2022
1571,Smartphone,Electronics,1721.63,10,2/20/2022
1572,Printer,Office Supplies,1136.94,5,2/17/2023
1573,Laptop,Electronics,614.22,5,1/18/2021
1574,Smartphone,Electronics,1157.3,10,3/14/2023
1575,Headphones,Audio,166.26,3,12/11/2023
1576,Printer,Office Supplies,1395.17,6,4/23/2023
1577,Laptop,Electronics,776.13,7,8/6/2023
1578,Mouse,Accessories,789.49,10,7/17/2023
1579,Monitor,Accessories,347.16,4,1/18/2022
1580,Laptop,Electronics,92.83,2,5/8/2020
1581,Laptop,Electronics,1028.07,1,4/24/2020
1582,Printer,Office Supplies,979.88,8,9/14/2023
1583,Monitor,Accessories,352.68,4,8/28/2021
1584,Headphones,Audio,762.57,6,3/26/2023
1585,Keyboard,Accessories,1697.75,4,1/1/2023
1586,Tablet,Electronics,1899.87,10,6/9/2023
1587,Mouse,Accessories,1977,3,11/14/2020
1588,Monitor,Accessories,1119.98,3,8/7/2021
1589,Printer,Office Supplies,251.87,7,10/22/2021
1590,Tablet,Electronics,831.08,2,6/25/2023
1591,Smartphone,Electronics,480.06,5,9/6/2022
1592,Laptop,Electronics,418.77,5,4/13/2021
1593,Monitor,Accessories,465.92,5,11/30/2023
1594,Tablet,Electronics,432.42,9,6/4/2020
1595,Keyboard,Accessories,883.69,9,5/11/2021
1596,Smartphone,Electronics,826.7,8,12/7/2022
1597,Keyboard,Accessories,528.65,10,8/9/2021
1598,Smartphone,Electronics,1952.17,7,8/22/2021
1599,Monitor,Accessories,331.51,9,1/20/2020
1600,Printer,Office Supplies,319.95,10,2/3/2024
1601,Laptop,Electronics,250.08,4,1/31/2024
1602,Mouse,Accessories,1670.24,7,1/29/2022
1603,Mouse,Accessories,1520.1,2,1/23/2023
1604,Printer,Office Supplies,1948.26,8,11/21/2021
1605,Mouse,Accessories,1788.67,10,9/13/2023
1606,Smartphone,Electronics,700.04,4,8/31/2020
1607,Smartphone,Electronics,957.57,7,11/11/2020
1608,Mouse,Accessories,859.83,1,7/4/2021
1609,Laptop,Electronics,1527.23,7,1/3/2022
1610,Keyboard,Accessories,1740.36,2,9/26/2021
1611,Smartphone,Electronics,546.89,3,4/8/2022
1612,Printer,Office Supplies,582.63,7,5/22/2020
1613,Headphones,Audio,1207.98,6,5/22/2021
1614,Keyboard,Accessories,428.33,2,11/2/2021
1615,Smartphone,Electronics,870.07,3,10/2/2022
1616,Keyboard,Accessories,809.01,4,2/13/2022
1617,Mouse,Accessories,166.84,8,7/18/2023
1618,Tablet,Electronics,523.28,7,4/5/2022
1619,Smartphone,Electronics,1917.57,1,4/25/2021
1620,Keyboard,Accessories,1345.35,1,9/15/2023
1621,Monitor,Accessories,353.42,6,5/27/2022
1622,Keyboard,Accessories,843.31,5,11/11/2020
1623,Printer,Office Supplies,1930.5,3,10/11/2022
1624,Printer,Office Supplies,1247.71,4,8/11/2021
1625,Monitor,Accessories,693.43,8,1/13/2022
1626,Monitor,Accessories,726.4,6,1/28/2022
1627,Laptop,Electronics,1241.73,10,10/31/2022
1628,Printer,Office Supplies,1533.04,9,11/22/2020
1629,Printer,Office Supplies,1562.7,1,11/20/2022
1630,Headphones,Audio,1928.62,10,11/10/2023
1631,Printer,Office Supplies,1963.59,1,9/9/2022
1632,Mouse,Accessories,1773.14,4,6/11/2022
1633,Keyboard,Accessories,1478.01,3,3/2/2021
1634,Keyboard,Accessories,1925.96,3,8/1/2023
1635,Monitor,Accessories,1186.5,8,7/10/2023
1636,Keyboard,Accessories,538.37,8,3/21/2020
1637,Printer,Office Supplies,1961.91,10,10/29/2023
1638,Monitor,Accessories,1943.27,8,5/10/2020
1639,Laptop,Electronics,1268.44,5,2/1/2022
1640,Tablet,Electronics,1773.49,2,4/29/2023
1641,Laptop,Electronics,1924.69,1,10/14/2020
1642,Printer,Office Supplies,574.28,6,5/5/2022
1643,Laptop,Electronics,1004.56,1,8/8/2020
1644,Smartphone,Electronics,1089.55,2,11/2/2020
1645,Monitor,Accessories,575.84,7,3/21/2021
1646,Mouse,Accessories,508.56,10,4/10/2020
1647,Smartphone,Electronics,877.28,3,10/11/2020
1648,Tablet,Electronics,1466.58,5,6/24/2023
1649,Laptop,Electronics,1117.65,2,12/16/2023
1650,Laptop,Electronics,1680.86,1,7/4/2021
1651,Tablet,Electronics,1062.53,9,12/9/2020
1652,Printer,Office Supplies,94.69,8,4/3/2022
1653,Printer,Office Supplies,499.22,6,11/22/2023
1654,Smartphone,Electronics,1427.03,6,8/7/2023
1655,Laptop,Electronics,1888.25,1,10/11/2023
1656,Mouse,Accessories,409.06,5,3/7/2021
1657,Laptop,Electronics,245.42,10,9/25/2023
1658,Headphones,Audio,1794.27,4,6/17/2021
1659,Mouse,Accessories,269.87,2,12/21/2020
1660,Tablet,Electronics,1401.65,8,5/24/2023
1661,Mouse,Accessories,783.93,4,2/21/2022
1662,Smartphone,Electronics,1705.74,5,6/10/2020
1663,Monitor,Accessories,1146.96,6,1/22/2022
1664,Tablet,Electronics,882.11,3,9/23/2021
1665,Smartphone,Electronics,1224.53,8,10/24/2021
1666,Headphones,Audio,1758.48,4,6/18/2023
1667,Laptop,Electronics,1704.52,1,8/7/2023
1668,Printer,Office Supplies,1371.4,2,2/19/2021
1669,Laptop,Electronics,1663.21,2,9/24/2023
1670,Laptop,Electronics,1466.23,9,7/29/2020
1671,Printer,Office Supplies,1111.83,10,2/5/2023
1672,Printer,Office Supplies,1382.96,3,12/7/2022
1673,Keyboard,Accessories,1053.7,10,9/23/2021
1674,Laptop,Electronics,1279.31,10,2/9/2021
1675,Headphones,Audio,425.34,9,5/10/2020
1676,Monitor,Accessories,224.28,2,9/2/2022
1677,Smartphone,Electronics,704.92,6,12/4/2022
1678,Smartphone,Electronics,1920.58,7,10/11/2020
1679,Printer,Office Supplies,1752.68,2,10/21/2023
1680,Mouse,Accessories,90.37,9,5/9/2022
1681,Laptop,Electronics,804.49,8,9/26/2023
1682,Laptop,Electronics,154.23,4,2/21/2022
1683,Monitor,Accessories,713.93,4,8/14/2021
1684,Headphones,Audio,521.18,3,1/3/2020
1685,Headphones,Audio,1208.47,4,5/14/2023
1686,Mouse,Accessories,736.17,6,1/1/2023
1687,Mouse,Accessories,1910.49,10,12/13/2022
1688,Printer,Office Supplies,749.42,4,12/10/2022
1689,Smartphone,Electronics,1822.21,4,10/1/2021
1690,Headphones,Audio,1812.34,3,7/18/2023
1691,Headphones,Audio,1967.14,4,7/6/2021
1692,Tablet,Electronics,231.82,5,12/20/2020
1693,Printer,Office Supplies,787.89,10,3/9/2020
1694,Monitor,Accessories,1902.78,4,11/1/2021
1695,Tablet,Electronics,1916.25,6,12/22/2020
1696,Mouse,Accessories,1950.41,8,5/29/2023
1697,Monitor,Accessories,528.55,9,3/8/2020
1698,Mouse,Accessories,1243.73,2,10/28/2022
1699,Monitor,Accessories,1196.93,6,9/28/2023
1700,Keyboard,Accessories,896.41,9,10/5/2022
1701,Smartphone,Electronics,565.72,9,7/15/2022
1702,Printer,Office Supplies,1818.21,10,2/3/2024
1703,Headphones,Audio,1740.13,7,12/19/2021
1704,Printer,Office Supplies,1363.43,3,1/26/2023
1705,Keyboard,Accessories,233.89,10,1/22/2020
1706,Mouse,Accessories,205.93,8,7/3/2023
1707,Tablet,Electronics,1324.91,3,9/10/2023
1708,Printer,Office Supplies,920.96,1,3/23/2022
1709,Keyboard,Accessories,967.54,6,11/28/2022
1710,Monitor,Accessories,361.76,10,5/7/2022
1711,Printer,Office Supplies,50.01,5,10/20/2021
1712,Monitor,Accessories,1064.06,8,6/28/2023
1713,Monitor,Accessories,1905.72,9,10/23/2020
1714,Keyboard,Accessories,361.7,2,9/15/2020
1715,Mouse,Accessories,1398.19,2,8/23/2020
1716,Printer,Office Supplies,1850.25,5,11/1/2020
1717,Mouse,Accessories,1775.76,7,1/5/2021
1718,Headphones,Audio,1444.2,1,11/27/2022
1719,Monitor,Accessories,501.45,10,4/16/2022
1720,Headphones,Audio,170.9,3,12/13/2022
1721,Laptop,Electronics,644.47,9,8/19/2020
1722,Monitor,Accessories,1697.24,7,11/20/2023
1723,Laptop,Electronics,1160.55,7,6/30/2021
1724,Monitor,Accessories,1575.61,5,11/8/2021
1725,Headphones,Audio,129.02,2,9/27/2021
1726,Printer,Office Supplies,1907.06,8,11/3/2023
1727,Printer,Office Supplies,941.93,6,9/23/2021
1728,Printer,Office Supplies,468.85,7,12/30/2020
1729,Tablet,Electronics,101.28,4,1/22/2021
1730,Headphones,Audio,1420.68,8,1/1/2023
1731,Headphones,Audio,1973.84,8,8/10/2020
1732,Printer,Office Supplies,1395.66,10,3/23/2022
1733,Laptop,Electronics,390.46,2,12/16/2023
1734,Printer,Office Supplies,1151.19,9,1/7/2023
1735,Tablet,Electronics,590.81,2,5/22/2022
1736,Laptop,Electronics,1493.03,3,2/13/2020
1737,Monitor,Accessories,465.94,8,8/27/2023
1738,Mouse,Accessories,1382.87,1,12/24/2020
